frp,estado,m_estado,municipio,bioma,riscofogo,diasemchuv,superficie,avg_prep_total,avg_pressao_atm,avg_rad_global,avg_temp_ar,avg_umd_ar,avg_vento_velo,hora,minuto,mes,dia_da_semana,quadrimestre
41.2,MATO GROSSO,MATO GROSSO                             ,POCONE,Pantanal,1.0,23.0,,0.0,995.4541666666667,1716.5583333333334,28.329166666666666,28.75,1.6083333333333334,17,50,8,6,3
20.7,MATO GROSSO,MATO GROSSO                             ,POCONE,Pantanal,1.0,25.0,,0.0,995.4541666666667,1716.5583333333334,28.329166666666666,28.75,1.6083333333333334,17,50,8,6,3
47.3,MATO GROSSO,MATO GROSSO                             ,POCONE,Pantanal,1.0,21.0,,0.0,995.4541666666667,1716.5583333333334,28.329166666666666,28.75,1.6083333333333334,17,50,8,6,3
23.2,MATO GROSSO,MATO GROSSO                             ,POCONE,Pantanal,1.0,26.0,,0.0,995.4541666666667,1716.5583333333334,28.329166666666666,28.75,1.6083333333333334,17,50,8,6,3
102.5,MATO GROSSO,MATO GROSSO                             ,POCONE,Pantanal,1.0,21.0,,0.0,995.4541666666667,1716.5583333333334,28.329166666666666,28.75,1.6083333333333334,17,50,8,6,3
29.8,MATO GROSSO,MATO GROSSO                             ,CACERES,Pantanal,0.9,11.0,,0.0,995.4541666666667,1716.5583333333334,28.329166666666666,28.75,1.6083333333333334,17,50,8,6,3
39.0,MATO GROSSO,MATO GROSSO                             ,CACERES,Pantanal,0.9,10.0,,0.0,995.4541666666667,1716.5583333333334,28.329166666666666,28.75,1.6083333333333334,17,50,8,6,3
79.6,MATO GROSSO,MATO GROSSO                             ,POCONE,Pantanal,1.0,21.0,,0.0,995.4541666666667,1716.5583333333334,28.329166666666666,28.75,1.6083333333333334,17,50,8,6,3
136.7,MATO GROSSO,MATO GROSSO                             ,POCONE,Pantanal,1.0,21.0,,0.0,995.4541666666667,1716.5583333333334,28.329166666666666,28.75,1.6083333333333334,17,50,8,6,3
79.5,MATO GROSSO,MATO GROSSO                             ,POCONE,Pantanal,1.0,43.0,,0.0,995.4541666666667,1716.5583333333334,28.329166666666666,28.75,1.6083333333333334,17,50,8,6,3
138.0,MATO GROSSO,MATO GROSSO                             ,POCONE,Pantanal,1.0,45.0,,0.0,995.4541666666667,1716.5583333333334,28.329166666666666,28.75,1.6083333333333334,17,50,8,6,3
213.9,MATO GROSSO,MATO GROSSO                             ,POCONE,Pantanal,1.0,49.0,,0.0,995.4541666666667,1716.5583333333334,28.329166666666666,28.75,1.6083333333333334,17,50,8,6,3
97.5,MATO GROSSO,MATO GROSSO                             ,POCONE,Pantanal,1.0,51.0,,0.0,995.4541666666667,1716.5583333333334,28.329166666666666,28.75,1.6083333333333334,17,50,8,6,3
24.3,MATO GROSSO,MATO GROSSO                             ,POCONE,Pantanal,1.0,55.0,,0.0,995.4541666666667,1716.5583333333334,28.329166666666666,28.75,1.6083333333333334,17,50,8,6,3
41.1,MATO GROSSO,MATO GROSSO                             ,BARAO DE MELGACO,Pantanal,1.0,32.0,,0.0,995.4541666666667,1716.5583333333334,28.329166666666666,28.75,1.6083333333333334,17,50,8,6,3
10.5,MATO GROSSO,MATO GROSSO                             ,POCONE,Pantanal,1.0,65.0,,0.0,995.4541666666667,1716.5583333333334,28.329166666666666,28.75,1.6083333333333334,17,50,8,6,3
107.8,MATO GROSSO,MATO GROSSO                             ,POCONE,Pantanal,1.0,31.0,,0.0,995.4541666666667,1716.5583333333334,28.329166666666666,28.75,1.6083333333333334,17,50,8,6,3
31.6,MATO GROSSO,MATO GROSSO                             ,POCONE,Pantanal,1.0,39.0,,0.0,995.4541666666667,1716.5583333333334,28.329166666666666,28.75,1.6083333333333334,17,50,8,6,3
74.2,MATO GROSSO DO SUL,MATO GROSSO DO SUL                      ,CORUMBA,Pantanal,1.0,66.0,,0.0,959.5416666666666,1517.0916666666667,23.258333333333333,44.416666666666664,4.770833333333333,17,50,8,6,3
42.0,MATO GROSSO DO SUL,MATO GROSSO DO SUL                      ,CORUMBA,Pantanal,1.0,37.0,,0.0,959.5416666666666,1517.0916666666667,23.258333333333333,44.416666666666664,4.770833333333333,17,50,8,6,3
9.4,MATO GROSSO DO SUL,MATO GROSSO DO SUL                      ,PORTO MURTINHO,Pantanal,0.9,6.0,,0.0,959.5416666666666,1517.0916666666667,23.258333333333333,44.416666666666664,4.770833333333333,17,50,8,6,3
51.6,MATO GROSSO DO SUL,MATO GROSSO DO SUL                      ,CORUMBA,Pantanal,0.9,6.0,,0.0,959.5416666666666,1517.0916666666667,23.258333333333333,44.416666666666664,4.770833333333333,17,50,8,6,3
10.0,MATO GROSSO DO SUL,MATO GROSSO DO SUL                      ,CORUMBA,Pantanal,0.9,6.0,,0.0,959.5416666666666,1517.0916666666667,23.258333333333333,44.416666666666664,4.770833333333333,17,50,8,6,3
12.5,MATO GROSSO DO SUL,MATO GROSSO DO SUL                      ,CORUMBA,Pantanal,0.9,6.0,,0.0,959.5416666666666,1517.0916666666667,23.258333333333333,44.416666666666664,4.770833333333333,17,50,8,6,3
22.4,MATO GROSSO DO SUL,MATO GROSSO DO SUL                      ,CORUMBA,Pantanal,1.0,70.0,,0.0,959.5416666666666,1517.0916666666667,23.258333333333333,44.416666666666664,4.770833333333333,17,50,8,6,3
25.1,MATO GROSSO DO SUL,MATO GROSSO DO SUL                      ,CORUMBA,Pantanal,1.0,70.0,,0.0,959.5416666666666,1517.0916666666667,23.258333333333333,44.416666666666664,4.770833333333333,17,50,8,6,3
23.5,MATO GROSSO DO SUL,MATO GROSSO DO SUL                      ,CORUMBA,Pantanal,1.0,70.0,,0.0,959.5416666666666,1517.0916666666667,23.258333333333333,44.416666666666664,4.770833333333333,17,50,8,6,3
112.9,MATO GROSSO DO SUL,MATO GROSSO DO SUL                      ,CORUMBA,Pantanal,1.0,69.0,,0.0,959.5416666666666,1517.0916666666667,23.258333333333333,44.416666666666664,4.770833333333333,17,50,8,6,3
25.2,MATO GROSSO DO SUL,MATO GROSSO DO SUL                      ,CORUMBA,Pantanal,1.0,68.0,,0.0,959.5416666666666,1517.0916666666667,23.258333333333333,44.416666666666664,4.770833333333333,17,50,8,6,3
32.1,MATO GROSSO DO SUL,MATO GROSSO DO SUL                      ,CORUMBA,Pantanal,1.0,68.0,,0.0,959.5416666666666,1517.0916666666667,23.258333333333333,44.416666666666664,4.770833333333333,17,50,8,6,3
101.7,MATO GROSSO DO SUL,MATO GROSSO DO SUL                      ,CORUMBA,Pantanal,1.0,67.0,,0.0,959.5416666666666,1517.0916666666667,23.258333333333333,44.416666666666664,4.770833333333333,17,50,8,6,3
161.6,MATO GROSSO DO SUL,MATO GROSSO DO SUL                      ,CORUMBA,Pantanal,1.0,67.0,,0.0,959.5416666666666,1517.0916666666667,23.258333333333333,44.416666666666664,4.770833333333333,17,50,8,6,3
104.5,MATO GROSSO DO SUL,MATO GROSSO DO SUL                      ,CORUMBA,Pantanal,1.0,66.0,,0.0,959.5416666666666,1517.0916666666667,23.258333333333333,44.416666666666664,4.770833333333333,17,50,8,6,3
39.0,MATO GROSSO DO SUL,MATO GROSSO DO SUL                      ,CORUMBA,Pantanal,1.0,66.0,,0.0,959.5416666666666,1517.0916666666667,23.258333333333333,44.416666666666664,4.770833333333333,17,50,8,6,3
117.1,MATO GROSSO DO SUL,MATO GROSSO DO SUL                      ,CORUMBA,Pantanal,1.0,65.0,,0.0,959.5416666666666,1517.0916666666667,23.258333333333333,44.416666666666664,4.770833333333333,17,50,8,6,3
63.9,MATO GROSSO DO SUL,MATO GROSSO DO SUL                      ,CORUMBA,Pantanal,1.0,64.0,,0.0,959.5416666666666,1517.0916666666667,23.258333333333333,44.416666666666664,4.770833333333333,17,50,8,6,3
34.0,MATO GROSSO DO SUL,MATO GROSSO DO SUL                      ,CORUMBA,Pantanal,1.0,63.0,,0.0,959.5416666666666,1517.0916666666667,23.258333333333333,44.416666666666664,4.770833333333333,17,50,8,6,3
25.5,MATO GROSSO DO SUL,MATO GROSSO DO SUL                      ,CORUMBA,Pantanal,1.0,7.0,,0.0,959.5416666666666,1517.0916666666667,23.258333333333333,44.416666666666664,4.770833333333333,17,50,8,6,3
15.7,MATO GROSSO DO SUL,MATO GROSSO DO SUL                      ,CORUMBA,Pantanal,1.0,7.0,,0.0,959.5416666666666,1517.0916666666667,23.258333333333333,44.416666666666664,4.770833333333333,17,50,8,6,3
40.0,MATO GROSSO DO SUL,MATO GROSSO DO SUL                      ,CORUMBA,Pantanal,0.9,6.0,,0.0,959.5416666666666,1517.0916666666667,23.258333333333333,44.416666666666664,4.770833333333333,17,50,8,6,3
21.8,MATO GROSSO DO SUL,MATO GROSSO DO SUL                      ,CORUMBA,Pantanal,0.9,7.0,,0.0,959.5416666666666,1517.0916666666667,23.258333333333333,44.416666666666664,4.770833333333333,17,50,8,6,3
19.6,MATO GROSSO DO SUL,MATO GROSSO DO SUL                      ,CORUMBA,Pantanal,0.9,7.0,,0.0,959.5416666666666,1517.0916666666667,23.258333333333333,44.416666666666664,4.770833333333333,17,50,8,6,3
11.6,MATO GROSSO DO SUL,MATO GROSSO DO SUL                      ,CORUMBA,Pantanal,0.9,5.0,,0.0,959.5416666666666,1517.0916666666667,23.258333333333333,44.416666666666664,4.770833333333333,17,50,8,6,3
22.5,MATO GROSSO DO SUL,MATO GROSSO DO SUL                      ,CORUMBA,Pantanal,0.9,21.0,,0.0,959.5416666666666,1517.0916666666667,23.258333333333333,44.416666666666664,4.770833333333333,17,50,8,6,3
25.1,MATO GROSSO DO SUL,MATO GROSSO DO SUL                      ,CORUMBA,Pantanal,0.9,22.0,,0.0,959.5416666666666,1517.0916666666667,23.258333333333333,44.416666666666664,4.770833333333333,17,50,8,6,3
95.8,MATO GROSSO DO SUL,MATO GROSSO DO SUL                      ,CORUMBA,Pantanal,0.9,22.0,,0.0,959.5416666666666,1517.0916666666667,23.258333333333333,44.416666666666664,4.770833333333333,17,50,8,6,3
16.9,MATO GROSSO DO SUL,MATO GROSSO DO SUL                      ,CORUMBA,Pantanal,1.0,9.0,,0.0,959.5416666666666,1517.0916666666667,23.258333333333333,44.416666666666664,4.770833333333333,17,50,8,6,3
19.4,MATO GROSSO DO SUL,MATO GROSSO DO SUL                      ,CORUMBA,Pantanal,1.0,66.0,,0.0,959.5416666666666,1517.0916666666667,23.258333333333333,44.416666666666664,4.770833333333333,17,50,8,6,3
20.3,MATO GROSSO DO SUL,MATO GROSSO DO SUL                      ,CORUMBA,Pantanal,1.0,67.0,,0.0,959.5416666666666,1517.0916666666667,23.258333333333333,44.416666666666664,4.770833333333333,17,50,8,6,3
111.4,MATO GROSSO DO SUL,MATO GROSSO DO SUL                      ,CORUMBA,Pantanal,1.0,66.0,,0.0,959.5416666666666,1517.0916666666667,23.258333333333333,44.416666666666664,4.770833333333333,17,50,8,6,3
81.6,MATO GROSSO DO SUL,MATO GROSSO DO SUL                      ,CORUMBA,Pantanal,0.9,6.0,,0.0,959.5416666666666,1517.0916666666667,23.258333333333333,44.416666666666664,4.770833333333333,17,50,8,6,3
39.2,MATO GROSSO DO SUL,MATO GROSSO DO SUL                      ,CORUMBA,Pantanal,0.9,6.0,,0.0,959.5416666666666,1517.0916666666667,23.258333333333333,44.416666666666664,4.770833333333333,17,50,8,6,3
28.5,MATO GROSSO DO SUL,MATO GROSSO DO SUL                      ,CORUMBA,Pantanal,1.0,67.0,,0.0,959.5416666666666,1517.0916666666667,23.258333333333333,44.416666666666664,4.770833333333333,17,50,8,6,3
26.6,MATO GROSSO DO SUL,MATO GROSSO DO SUL                      ,CORUMBA,Pantanal,1.0,68.0,,0.0,959.5416666666666,1517.0916666666667,23.258333333333333,44.416666666666664,4.770833333333333,17,50,8,6,3
52.8,MATO GROSSO DO SUL,MATO GROSSO DO SUL                      ,CORUMBA,Pantanal,1.0,63.0,,0.0,959.5416666666666,1517.0916666666667,23.258333333333333,44.416666666666664,4.770833333333333,17,50,8,6,3
142.7,MATO GROSSO,MATO GROSSO                             ,CACERES,Pantanal,1.0,39.0,,0.0,996.9458333333333,1703.8583333333333,27.791666666666668,33.375,0.9625,16,55,8,0,3
291.8,MATO GROSSO,MATO GROSSO                             ,POCONE,Pantanal,1.0,26.0,,0.0,996.9458333333333,1703.8583333333333,27.791666666666668,33.375,0.9625,16,55,8,0,3
190.6,MATO GROSSO,MATO GROSSO                             ,POCONE,Pantanal,1.0,27.0,,0.0,996.9458333333333,1703.8583333333333,27.791666666666668,33.375,0.9625,16,55,8,0,3
63.4,MATO GROSSO,MATO GROSSO                             ,POCONE,Pantanal,1.0,28.0,,0.0,996.9458333333333,1703.8583333333333,27.791666666666668,33.375,0.9625,16,55,8,0,3
404.7,MATO GROSSO,MATO GROSSO                             ,POCONE,Pantanal,1.0,28.0,,0.0,996.9458333333333,1703.8583333333333,27.791666666666668,33.375,0.9625,16,55,8,0,3
64.8,MATO GROSSO,MATO GROSSO                             ,POCONE,Pantanal,1.0,22.0,,0.0,996.9458333333333,1703.8583333333333,27.791666666666668,33.375,0.9625,16,55,8,0,3
107.8,MATO GROSSO,MATO GROSSO                             ,POCONE,Pantanal,1.0,25.0,,0.0,996.9458333333333,1703.8583333333333,27.791666666666668,33.375,0.9625,16,55,8,0,3
117.3,MATO GROSSO DO SUL,MATO GROSSO DO SUL                      ,CORUMBA,Pantanal,0.9,10.0,,0.0,960.9541666666667,1543.525,23.475,36.958333333333336,4.029166666666667,16,55,8,0,3
269.9,MATO GROSSO DO SUL,MATO GROSSO DO SUL                      ,CORUMBA,Pantanal,0.9,8.0,,0.0,960.9541666666667,1543.525,23.475,36.958333333333336,4.029166666666667,16,55,8,0,3
74.6,MATO GROSSO DO SUL,MATO GROSSO DO SUL                      ,CORUMBA,Pantanal,0.9,7.0,,0.0,960.9541666666667,1543.525,23.475,36.958333333333336,4.029166666666667,16,55,8,0,3
87.7,MATO GROSSO DO SUL,MATO GROSSO DO SUL                      ,CORUMBA,Pantanal,0.9,9.0,,0.0,960.9541666666667,1543.525,23.475,36.958333333333336,4.029166666666667,16,55,8,0,3
58.0,MATO GROSSO DO SUL,MATO GROSSO DO SUL                      ,CORUMBA,Pantanal,1.0,71.0,,0.0,960.9541666666667,1543.525,23.475,36.958333333333336,4.029166666666667,16,55,8,0,3
70.3,MATO GROSSO DO SUL,MATO GROSSO DO SUL                      ,CORUMBA,Pantanal,1.0,71.0,,0.0,960.9541666666667,1543.525,23.475,36.958333333333336,4.029166666666667,16,55,8,0,3
25.8,MATO GROSSO DO SUL,MATO GROSSO DO SUL                      ,CORUMBA,Pantanal,1.0,35.0,,0.0,960.9541666666667,1543.525,23.475,36.958333333333336,4.029166666666667,16,55,8,0,3
43.8,MATO GROSSO DO SUL,MATO GROSSO DO SUL                      ,CORUMBA,Pantanal,0.9,9.0,,0.0,960.9541666666667,1543.525,23.475,36.958333333333336,4.029166666666667,16,55,8,0,3
41.6,MATO GROSSO DO SUL,MATO GROSSO DO SUL                      ,CORUMBA,Pantanal,1.0,23.0,,0.0,960.9541666666667,1543.525,23.475,36.958333333333336,4.029166666666667,16,55,8,0,3
45.4,MATO GROSSO DO SUL,MATO GROSSO DO SUL                      ,CORUMBA,Pantanal,1.0,7.0,,0.0,960.9541666666667,1543.525,23.475,36.958333333333336,4.029166666666667,16,55,8,0,3
112.9,MATO GROSSO DO SUL,MATO GROSSO DO SUL                      ,CORUMBA,Pantanal,0.9,7.0,,0.0,960.9541666666667,1543.525,23.475,36.958333333333336,4.029166666666667,16,55,8,0,3
157.1,MATO GROSSO DO SUL,MATO GROSSO DO SUL                      ,CORUMBA,Pantanal,1.0,10.0,,0.0,960.9541666666667,1543.525,23.475,36.958333333333336,4.029166666666667,16,55,8,0,3
51.9,MATO GROSSO DO SUL,MATO GROSSO DO SUL                      ,CORUMBA,Pantanal,1.0,19.0,,0.0,960.9541666666667,1543.525,23.475,36.958333333333336,4.029166666666667,16,55,8,0,3
415.4,MATO GROSSO DO SUL,MATO GROSSO DO SUL                      ,CORUMBA,Pantanal,0.9,7.0,,0.0,960.9541666666667,1543.525,23.475,36.958333333333336,4.029166666666667,16,55,8,0,3
143.3,MATO GROSSO DO SUL,MATO GROSSO DO SUL                      ,CORUMBA,Pantanal,0.9,7.0,,0.0,960.9541666666667,1543.525,23.475,36.958333333333336,4.029166666666667,16,55,8,0,3
290.3,MATO GROSSO DO SUL,MATO GROSSO DO SUL                      ,CORUMBA,Pantanal,0.9,7.0,,0.0,960.9541666666667,1543.525,23.475,36.958333333333336,4.029166666666667,16,55,8,0,3
82.7,MATO GROSSO DO SUL,MATO GROSSO DO SUL                      ,CORUMBA,Pantanal,0.9,8.0,,0.0,960.9541666666667,1543.525,23.475,36.958333333333336,4.029166666666667,16,55,8,0,3
75.5,MATO GROSSO,MATO GROSSO                             ,POCONE,Pantanal,1.0,30.0,,0.0,996.3208333333333,1679.9333333333334,27.804166666666667,34.083333333333336,1.0291666666666666,17,35,8,1,3
21.4,MATO GROSSO,MATO GROSSO                             ,POCONE,Pantanal,1.0,30.0,,0.0,996.3208333333333,1679.9333333333334,27.804166666666667,34.083333333333336,1.0291666666666666,17,35,8,1,3
18.1,MATO GROSSO,MATO GROSSO                             ,POCONE,Pantanal,1.0,30.0,,0.0,996.3208333333333,1679.9333333333334,27.804166666666667,34.083333333333336,1.0291666666666666,17,35,8,1,3
11.7,MATO GROSSO,MATO GROSSO                             ,CACERES,Pantanal,1.0,13.0,,0.0,996.3208333333333,1679.9333333333334,27.804166666666667,34.083333333333336,1.0291666666666666,17,35,8,1,3
154.9,MATO GROSSO,MATO GROSSO                             ,CACERES,Pantanal,1.0,40.0,,0.0,996.3208333333333,1679.9333333333334,27.804166666666667,34.083333333333336,1.0291666666666666,17,35,8,1,3
49.5,MATO GROSSO,MATO GROSSO                             ,CACERES,Pantanal,1.0,40.0,,0.0,996.3208333333333,1679.9333333333334,27.804166666666667,34.083333333333336,1.0291666666666666,17,35,8,1,3
48.6,MATO GROSSO,MATO GROSSO                             ,CACERES,Pantanal,1.0,40.0,,0.0,996.3208333333333,1679.9333333333334,27.804166666666667,34.083333333333336,1.0291666666666666,17,35,8,1,3
20.0,MATO GROSSO,MATO GROSSO                             ,BARAO DE MELGACO,Pantanal,1.0,34.0,,0.0,996.3208333333333,1679.9333333333334,27.804166666666667,34.083333333333336,1.0291666666666666,17,35,8,1,3
57.3,MATO GROSSO,MATO GROSSO                             ,BARAO DE MELGACO,Pantanal,1.0,34.0,,0.0,996.3208333333333,1679.9333333333334,27.804166666666667,34.083333333333336,1.0291666666666666,17,35,8,1,3
74.4,MATO GROSSO,MATO GROSSO                             ,BARAO DE MELGACO,Pantanal,1.0,34.0,,0.0,996.3208333333333,1679.9333333333334,27.804166666666667,34.083333333333336,1.0291666666666666,17,35,8,1,3
30.3,MATO GROSSO,MATO GROSSO                             ,BARAO DE MELGACO,Pantanal,1.0,34.0,,0.0,996.3208333333333,1679.9333333333334,27.804166666666667,34.083333333333336,1.0291666666666666,17,35,8,1,3
16.2,MATO GROSSO,MATO GROSSO                             ,BARAO DE MELGACO,Pantanal,1.0,34.0,,0.0,996.3208333333333,1679.9333333333334,27.804166666666667,34.083333333333336,1.0291666666666666,17,35,8,1,3
32.8,MATO GROSSO,MATO GROSSO                             ,BARAO DE MELGACO,Pantanal,1.0,37.0,,0.0,996.3208333333333,1679.9333333333334,27.804166666666667,34.083333333333336,1.0291666666666666,17,35,8,1,3
14.0,MATO GROSSO,MATO GROSSO                             ,SANTO ANTONIO DO LEVERGER,Pantanal,1.0,57.0,,0.0,996.3208333333333,1679.9333333333334,27.804166666666667,34.083333333333336,1.0291666666666666,17,40,8,1,3
50.5,MATO GROSSO,MATO GROSSO                             ,CACERES,Pantanal,1.0,8.0,,0.0,996.3208333333333,1679.9333333333334,27.804166666666667,34.083333333333336,1.0291666666666666,17,35,8,1,3
66.4,MATO GROSSO,MATO GROSSO                             ,CACERES,Pantanal,1.0,8.0,,0.0,996.3208333333333,1679.9333333333334,27.804166666666667,34.083333333333336,1.0291666666666666,17,35,8,1,3
84.4,MATO GROSSO,MATO GROSSO                             ,POCONE,Pantanal,1.0,29.0,,0.0,996.3208333333333,1679.9333333333334,27.804166666666667,34.083333333333336,1.0291666666666666,17,35,8,1,3
40.1,MATO GROSSO,MATO GROSSO                             ,POCONE,Pantanal,1.0,29.0,,0.0,996.3208333333333,1679.9333333333334,27.804166666666667,34.083333333333336,1.0291666666666666,17,35,8,1,3
88.7,MATO GROSSO,MATO GROSSO                             ,POCONE,Pantanal,1.0,30.0,,0.0,996.3208333333333,1679.9333333333334,27.804166666666667,34.083333333333336,1.0291666666666666,17,35,8,1,3
154.7,MATO GROSSO,MATO GROSSO                             ,POCONE,Pantanal,1.0,30.0,,0.0,996.3208333333333,1679.9333333333334,27.804166666666667,34.083333333333336,1.0291666666666666,17,35,8,1,3
17.9,MATO GROSSO,MATO GROSSO                             ,POCONE,Pantanal,1.0,30.0,,0.0,996.3208333333333,1679.9333333333334,27.804166666666667,34.083333333333336,1.0291666666666666,17,35,8,1,3
16.0,MATO GROSSO,MATO GROSSO                             ,POCONE,Pantanal,1.0,30.0,,0.0,996.3208333333333,1679.9333333333334,27.804166666666667,34.083333333333336,1.0291666666666666,17,35,8,1,3
103.9,MATO GROSSO,MATO GROSSO                             ,POCONE,Pantanal,1.0,30.0,,0.0,996.3208333333333,1679.9333333333334,27.804166666666667,34.083333333333336,1.0291666666666666,17,35,8,1,3
8.3,MATO GROSSO,MATO GROSSO                             ,POCONE,Pantanal,1.0,29.0,,0.0,996.3208333333333,1679.9333333333334,27.804166666666667,34.083333333333336,1.0291666666666666,17,35,8,1,3
9.5,MATO GROSSO,MATO GROSSO                             ,POCONE,Pantanal,1.0,30.0,,0.0,996.3208333333333,1679.9333333333334,27.804166666666667,34.083333333333336,1.0291666666666666,17,35,8,1,3
11.8,MATO GROSSO DO SUL,MATO GROSSO DO SUL                      ,CORUMBA,Pantanal,1.0,26.0,,0.0,960.3083333333333,1580.1916666666666,22.366666666666667,40.708333333333336,3.575,17,35,8,1,3
13.4,MATO GROSSO DO SUL,MATO GROSSO DO SUL                      ,CORUMBA,Pantanal,1.0,62.0,,0.0,960.3083333333333,1580.1916666666666,22.366666666666667,40.708333333333336,3.575,17,35,8,1,3
17.2,MATO GROSSO DO SUL,MATO GROSSO DO SUL                      ,CORUMBA,Pantanal,1.0,62.0,,0.0,960.3083333333333,1580.1916666666666,22.366666666666667,40.708333333333336,3.575,17,35,8,1,3
34.5,MATO GROSSO DO SUL,MATO GROSSO DO SUL                      ,CORUMBA,Pantanal,1.0,62.0,,0.0,960.3083333333333,1580.1916666666666,22.366666666666667,40.708333333333336,3.575,17,35,8,1,3
27.1,MATO GROSSO DO SUL,MATO GROSSO DO SUL                      ,CORUMBA,Pantanal,1.0,70.0,,0.0,960.3083333333333,1580.1916666666666,22.366666666666667,40.708333333333336,3.575,17,35,8,1,3
16.9,MATO GROSSO DO SUL,MATO GROSSO DO SUL                      ,CORUMBA,Pantanal,1.0,71.0,,0.0,960.3083333333333,1580.1916666666666,22.366666666666667,40.708333333333336,3.575,17,35,8,1,3
8.7,MATO GROSSO DO SUL,MATO GROSSO DO SUL                      ,CORUMBA,Pantanal,1.0,66.0,,0.0,960.3083333333333,1580.1916666666666,22.366666666666667,40.708333333333336,3.575,17,35,8,1,3
13.5,MATO GROSSO DO SUL,MATO GROSSO DO SUL                      ,CORUMBA,Pantanal,1.0,67.0,,0.0,960.3083333333333,1580.1916666666666,22.366666666666667,40.708333333333336,3.575,17,35,8,1,3
11.1,MATO GROSSO DO SUL,MATO GROSSO DO SUL                      ,CORUMBA,Pantanal,1.0,70.0,,0.0,960.3083333333333,1580.1916666666666,22.366666666666667,40.708333333333336,3.575,17,35,8,1,3
8.1,MATO GROSSO DO SUL,MATO GROSSO DO SUL                      ,CORUMBA,Pantanal,1.0,69.0,,0.0,960.3083333333333,1580.1916666666666,22.366666666666667,40.708333333333336,3.575,17,35,8,1,3
10.6,MATO GROSSO DO SUL,MATO GROSSO DO SUL                      ,CORUMBA,Pantanal,1.0,69.0,,0.0,960.3083333333333,1580.1916666666666,22.366666666666667,40.708333333333336,3.575,17,35,8,1,3
15.4,MATO GROSSO DO SUL,MATO GROSSO DO SUL                      ,CORUMBA,Pantanal,1.0,70.0,,0.0,960.3083333333333,1580.1916666666666,22.366666666666667,40.708333333333336,3.575,17,35,8,1,3
13.0,MATO GROSSO DO SUL,MATO GROSSO DO SUL                      ,CORUMBA,Pantanal,1.0,72.0,,0.0,960.3083333333333,1580.1916666666666,22.366666666666667,40.708333333333336,3.575,17,35,8,1,3
25.8,MATO GROSSO DO SUL,MATO GROSSO DO SUL                      ,CORUMBA,Pantanal,1.0,72.0,,0.0,960.3083333333333,1580.1916666666666,22.366666666666667,40.708333333333336,3.575,17,35,8,1,3
45.5,MATO GROSSO DO SUL,MATO GROSSO DO SUL                      ,CORUMBA,Pantanal,0.8,8.0,,0.0,960.3083333333333,1580.1916666666666,22.366666666666667,40.708333333333336,3.575,17,35,8,1,3
19.1,MATO GROSSO DO SUL,MATO GROSSO DO SUL                      ,CORUMBA,Pantanal,0.8,8.0,,0.0,960.3083333333333,1580.1916666666666,22.366666666666667,40.708333333333336,3.575,17,35,8,1,3
23.7,MATO GROSSO DO SUL,MATO GROSSO DO SUL                      ,PORTO MURTINHO,Pantanal,1.0,8.0,,0.0,960.3083333333333,1580.1916666666666,22.366666666666667,40.708333333333336,3.575,17,35,8,1,3
99.5,MATO GROSSO DO SUL,MATO GROSSO DO SUL                      ,PORTO MURTINHO,Pantanal,1.0,8.0,,0.0,960.3083333333333,1580.1916666666666,22.366666666666667,40.708333333333336,3.575,17,35,8,1,3
17.6,MATO GROSSO DO SUL,MATO GROSSO DO SUL                      ,PORTO MURTINHO,Pantanal,0.4,8.0,,0.0,960.3083333333333,1580.1916666666666,22.366666666666667,40.708333333333336,3.575,17,35,8,1,3
11.8,MATO GROSSO DO SUL,MATO GROSSO DO SUL                      ,CORUMBA,Pantanal,0.9,8.0,,0.0,960.3083333333333,1580.1916666666666,22.366666666666667,40.708333333333336,3.575,17,35,8,1,3
51.7,MATO GROSSO DO SUL,MATO GROSSO DO SUL                      ,CORUMBA,Pantanal,0.9,8.0,,0.0,960.3083333333333,1580.1916666666666,22.366666666666667,40.708333333333336,3.575,17,35,8,1,3
7.3,MATO GROSSO DO SUL,MATO GROSSO DO SUL                      ,AQUIDAUANA,Pantanal,1.0,23.0,,0.0,960.3083333333333,1580.1916666666666,22.366666666666667,40.708333333333336,3.575,17,35,8,1,3
6.4,MATO GROSSO DO SUL,MATO GROSSO DO SUL                      ,AQUIDAUANA,Pantanal,1.0,23.0,,0.0,960.3083333333333,1580.1916666666666,22.366666666666667,40.708333333333336,3.575,17,35,8,1,3
11.5,MATO GROSSO DO SUL,MATO GROSSO DO SUL                      ,CORUMBA,Pantanal,1.0,60.0,,0.0,960.3083333333333,1580.1916666666666,22.366666666666667,40.708333333333336,3.575,17,35,8,1,3
12.2,MATO GROSSO DO SUL,MATO GROSSO DO SUL                      ,CORUMBA,Pantanal,1.0,60.0,,0.0,960.3083333333333,1580.1916666666666,22.366666666666667,40.708333333333336,3.575,17,35,8,1,3
12.4,MATO GROSSO DO SUL,MATO GROSSO DO SUL                      ,CORUMBA,Pantanal,1.0,56.0,,0.0,960.3083333333333,1580.1916666666666,22.366666666666667,40.708333333333336,3.575,17,35,8,1,3
26.6,MATO GROSSO DO SUL,MATO GROSSO DO SUL                      ,CORUMBA,Pantanal,1.0,20.0,,0.0,960.3083333333333,1580.1916666666666,22.366666666666667,40.708333333333336,3.575,17,35,8,1,3
