frp,estado,m_estado,municipio,bioma,riscofogo,diasemchuv,superficie,avg_prep_total,avg_pressao_atm,avg_rad_global,avg_temp_ar,avg_umd_ar,avg_vento_velo,hora,minuto,mes,dia_da_semana,quadrimestre
36.9,MATO GROSSO DO SUL,MATO GROSSO DO SUL                      ,CORUMBA,Pantanal,1.0,10.0,,0.0,958.5958333333333,1846.8583333333333,20.5125,45.541666666666664,3.591666666666667,18,5,4,4,2
70.0,MATO GROSSO DO SUL,MATO GROSSO DO SUL                      ,CORUMBA,Pantanal,0.9,,,0.0,955.375,1906.2166666666667,17.954166666666666,61.958333333333336,3.9583333333333335,18,20,4,2,2
56.9,MATO GROSSO DO SUL,MATO GROSSO DO SUL                      ,CORUMBA,Pantanal,0.9,,,0.0,955.375,1906.2166666666667,17.954166666666666,61.958333333333336,3.9583333333333335,18,20,4,2,2
53.2,MATO GROSSO DO SUL,MATO GROSSO DO SUL                      ,CORUMBA,Pantanal,0.8,,,0.0,955.375,1906.2166666666667,17.954166666666666,61.958333333333336,3.9583333333333335,18,20,4,2,2
117.8,MATO GROSSO DO SUL,MATO GROSSO DO SUL                      ,CORUMBA,Pantanal,0.4,9.0,,0.0,958.175,1869.225,18.008333333333333,50.916666666666664,3.466666666666667,17,25,4,3,2
26.1,MATO GROSSO DO SUL,MATO GROSSO DO SUL                      ,CORUMBA,Pantanal,0.4,9.0,,0.0,958.175,1869.225,18.008333333333333,50.916666666666664,3.466666666666667,17,25,4,3,2
30.8,MATO GROSSO DO SUL,MATO GROSSO DO SUL                      ,CORUMBA,Pantanal,0.3,9.0,,0.0,958.175,1869.225,18.008333333333333,50.916666666666664,3.466666666666667,17,25,4,3,2
76.9,MATO GROSSO DO SUL,MATO GROSSO DO SUL                      ,CORUMBA,Pantanal,0.7,5.0,,0.0,958.175,1869.225,18.008333333333333,50.916666666666664,3.466666666666667,17,25,4,3,2
22.9,MATO GROSSO DO SUL,MATO GROSSO DO SUL                      ,CORUMBA,Pantanal,1.0,9.0,,0.0,958.175,1869.225,18.008333333333333,50.916666666666664,3.466666666666667,17,25,4,3,2
25.1,MATO GROSSO DO SUL,MATO GROSSO DO SUL                      ,CORUMBA,Pantanal,1.0,9.0,,0.0,958.175,1869.225,18.008333333333333,50.916666666666664,3.466666666666667,17,25,4,3,2
76.4,MATO GROSSO DO SUL,MATO GROSSO DO SUL                      ,CORUMBA,Pantanal,0.3,9.0,,0.0,958.175,1869.225,18.008333333333333,50.916666666666664,3.466666666666667,17,25,4,3,2
22.4,MATO GROSSO DO SUL,MATO GROSSO DO SUL                      ,CORUMBA,Pantanal,1.0,9.0,,0.0,958.175,1869.225,18.008333333333333,50.916666666666664,3.466666666666667,17,25,4,3,2
62.2,MATO GROSSO DO SUL,MATO GROSSO DO SUL                      ,CORUMBA,Pantanal,0.3,9.0,,0.0,958.175,1869.225,18.008333333333333,50.916666666666664,3.466666666666667,17,25,4,3,2
8.0,MATO GROSSO DO SUL,MATO GROSSO DO SUL                      ,CORUMBA,Pantanal,0.9,2.0,,0.0,958.175,1869.225,18.008333333333333,50.916666666666664,3.466666666666667,17,25,4,3,2
33.3,MATO GROSSO DO SUL,MATO GROSSO DO SUL                      ,CORUMBA,Pantanal,0.3,9.0,,0.0,958.175,1869.225,18.008333333333333,50.916666666666664,3.466666666666667,17,25,4,3,2
16.3,MATO GROSSO DO SUL,MATO GROSSO DO SUL                      ,CORUMBA,Pantanal,0.6,9.0,,0.0,958.175,1869.225,18.008333333333333,50.916666666666664,3.466666666666667,17,25,4,3,2
32.2,MATO GROSSO DO SUL,MATO GROSSO DO SUL                      ,CORUMBA,Pantanal,0.8,5.0,,0.0,958.175,1869.225,18.008333333333333,50.916666666666664,3.466666666666667,17,25,4,3,2
27.1,MATO GROSSO DO SUL,MATO GROSSO DO SUL                      ,CORUMBA,Pantanal,0.2,2.0,,0.0,958.175,1869.225,18.008333333333333,50.916666666666664,3.466666666666667,17,25,4,3,2
16.1,MATO GROSSO DO SUL,MATO GROSSO DO SUL                      ,CORUMBA,Pantanal,0.6,2.0,,0.0,958.175,1869.225,18.008333333333333,50.916666666666664,3.466666666666667,17,25,4,3,2
15.4,MATO GROSSO DO SUL,MATO GROSSO DO SUL                      ,CORUMBA,Pantanal,0.7,9.0,,0.0,958.175,1869.225,18.008333333333333,50.916666666666664,3.466666666666667,17,25,4,3,2
45.4,MATO GROSSO DO SUL,MATO GROSSO DO SUL                      ,CORUMBA,Pantanal,0.6,5.0,,0.0,958.175,1869.225,18.008333333333333,50.916666666666664,3.466666666666667,17,25,4,3,2
44.2,MATO GROSSO,MATO GROSSO                             ,POCONE,Pantanal,0.5,11.0,,0.0,995.7416666666667,1784.0666666666666,24.258333333333333,60.5,1.4041666666666668,18,10,4,4,2
34.8,MATO GROSSO DO SUL,MATO GROSSO DO SUL                      ,CORUMBA,Pantanal,0.4,10.0,,0.0,958.5958333333333,1846.8583333333333,20.5125,45.541666666666664,3.591666666666667,18,10,4,4,2
82.0,MATO GROSSO DO SUL,MATO GROSSO DO SUL                      ,CORUMBA,Pantanal,0.4,10.0,,0.0,958.5958333333333,1846.8583333333333,20.5125,45.541666666666664,3.591666666666667,18,10,4,4,2
76.8,MATO GROSSO DO SUL,MATO GROSSO DO SUL                      ,CORUMBA,Pantanal,0.4,10.0,,0.0,958.5958333333333,1846.8583333333333,20.5125,45.541666666666664,3.591666666666667,18,10,4,4,2
58.5,MATO GROSSO DO SUL,MATO GROSSO DO SUL                      ,CORUMBA,Pantanal,0.4,10.0,,0.0,958.5958333333333,1846.8583333333333,20.5125,45.541666666666664,3.591666666666667,18,10,4,4,2
37.8,MATO GROSSO DO SUL,MATO GROSSO DO SUL                      ,CORUMBA,Pantanal,0.9,3.0,,0.0,958.5958333333333,1846.8583333333333,20.5125,45.541666666666664,3.591666666666667,18,10,4,4,2
47.3,MATO GROSSO DO SUL,MATO GROSSO DO SUL                      ,CORUMBA,Pantanal,0.2,3.0,,0.0,958.5958333333333,1846.8583333333333,20.5125,45.541666666666664,3.591666666666667,18,10,4,4,2
99.2,MATO GROSSO DO SUL,MATO GROSSO DO SUL                      ,CORUMBA,Pantanal,0.2,3.0,,0.0,958.5958333333333,1846.8583333333333,20.5125,45.541666666666664,3.591666666666667,18,10,4,4,2
83.2,MATO GROSSO DO SUL,MATO GROSSO DO SUL                      ,CORUMBA,Pantanal,0.4,10.0,,0.0,958.5958333333333,1846.8583333333333,20.5125,45.541666666666664,3.591666666666667,18,10,4,4,2
42.8,MATO GROSSO DO SUL,MATO GROSSO DO SUL                      ,CORUMBA,Pantanal,0.5,3.0,,0.0,958.5958333333333,1846.8583333333333,20.5125,45.541666666666664,3.591666666666667,18,10,4,4,2
39.8,MATO GROSSO DO SUL,MATO GROSSO DO SUL                      ,CORUMBA,Pantanal,0.4,3.0,,0.0,958.5958333333333,1846.8583333333333,20.5125,45.541666666666664,3.591666666666667,18,10,4,4,2
127.8,MATO GROSSO DO SUL,MATO GROSSO DO SUL                      ,CORUMBA,Pantanal,0.2,3.0,,0.0,958.5958333333333,1846.8583333333333,20.5125,45.541666666666664,3.591666666666667,18,10,4,4,2
261.5,MATO GROSSO DO SUL,MATO GROSSO DO SUL                      ,CORUMBA,Pantanal,0.3,3.0,,0.0,958.5958333333333,1846.8583333333333,20.5125,45.541666666666664,3.591666666666667,18,10,4,4,2
186.3,MATO GROSSO DO SUL,MATO GROSSO DO SUL                      ,CORUMBA,Pantanal,0.3,3.0,,0.0,958.5958333333333,1846.8583333333333,20.5125,45.541666666666664,3.591666666666667,18,10,4,4,2
51.9,MATO GROSSO,MATO GROSSO                             ,POCONE,Pantanal,1.0,12.0,,1.625,993.6041666666666,1568.246153846154,26.5625,75.45833333333333,1.1708333333333334,17,55,4,6,2
37.4,MATO GROSSO,MATO GROSSO                             ,POCONE,Pantanal,1.0,12.0,,1.625,993.6041666666666,1568.246153846154,26.5625,75.45833333333333,1.1708333333333334,17,55,4,6,2
113.2,MATO GROSSO,MATO GROSSO                             ,POCONE,Pantanal,0.7,12.0,,1.625,993.6041666666666,1568.246153846154,26.5625,75.45833333333333,1.1708333333333334,17,55,4,6,2
15.6,MATO GROSSO,MATO GROSSO                             ,CACERES,Pantanal,1.0,12.0,,1.625,993.6041666666666,1568.246153846154,26.5625,75.45833333333333,1.1708333333333334,17,55,4,6,2
49.8,MATO GROSSO DO SUL,MATO GROSSO DO SUL                      ,CORUMBA,Pantanal,0.5,12.0,,0.0,956.6375,1682.45,24.120833333333334,58.25,2.8916666666666666,17,55,4,6,2
35.0,MATO GROSSO DO SUL,MATO GROSSO DO SUL                      ,CORUMBA,Pantanal,0.6,12.0,,0.0,956.6375,1682.45,24.120833333333334,58.25,2.8916666666666666,17,55,4,6,2
23.5,MATO GROSSO DO SUL,MATO GROSSO DO SUL                      ,CORUMBA,Pantanal,0.5,12.0,,0.0,956.6375,1682.45,24.120833333333334,58.25,2.8916666666666666,17,55,4,6,2
22.2,MATO GROSSO DO SUL,MATO GROSSO DO SUL                      ,CORUMBA,Pantanal,0.5,12.0,,0.0,956.6375,1682.45,24.120833333333334,58.25,2.8916666666666666,17,55,4,6,2
28.6,MATO GROSSO DO SUL,MATO GROSSO DO SUL                      ,CORUMBA,Pantanal,0.5,12.0,,0.0,956.6375,1682.45,24.120833333333334,58.25,2.8916666666666666,17,55,4,6,2
17.3,MATO GROSSO DO SUL,MATO GROSSO DO SUL                      ,CORUMBA,Pantanal,0.5,12.0,,0.0,956.6375,1682.45,24.120833333333334,58.25,2.8916666666666666,17,55,4,6,2
55.7,MATO GROSSO DO SUL,MATO GROSSO DO SUL                      ,CORUMBA,Pantanal,,12.0,,0.0,956.6375,1682.45,24.120833333333334,58.25,2.8916666666666666,17,55,4,6,2
34.9,MATO GROSSO DO SUL,MATO GROSSO DO SUL                      ,CORUMBA,Pantanal,0.5,12.0,,0.0,956.6375,1682.45,24.120833333333334,58.25,2.8916666666666666,17,55,4,6,2
17.2,MATO GROSSO DO SUL,MATO GROSSO DO SUL                      ,CORUMBA,Pantanal,0.5,12.0,,0.0,956.6375,1682.45,24.120833333333334,58.25,2.8916666666666666,17,55,4,6,2
10.6,MATO GROSSO,MATO GROSSO                             ,CACERES,Pantanal,1.0,7.0,,0.0,992.3166666666667,1773.4166666666667,28.15,66.08333333333333,1.2541666666666667,17,45,4,1,2
65.3,MATO GROSSO,MATO GROSSO                             ,POCONE,Pantanal,1.0,14.0,,0.0,992.3166666666667,1773.4166666666667,28.15,66.08333333333333,1.2541666666666667,17,45,4,1,2
37.6,MATO GROSSO,MATO GROSSO                             ,POCONE,Pantanal,1.0,14.0,,0.0,992.3166666666667,1773.4166666666667,28.15,66.08333333333333,1.2541666666666667,17,45,4,1,2
35.8,MATO GROSSO,MATO GROSSO                             ,POCONE,Pantanal,1.0,14.0,,0.0,992.3166666666667,1773.4166666666667,28.15,66.08333333333333,1.2541666666666667,17,45,4,1,2
20.3,MATO GROSSO DO SUL,MATO GROSSO DO SUL                      ,CORUMBA,Pantanal,0.6,14.0,,0.0,955.0541666666667,1631.2916666666667,25.129166666666666,60.791666666666664,2.808333333333333,17,45,4,1,2
12.5,MATO GROSSO DO SUL,MATO GROSSO DO SUL                      ,CORUMBA,Pantanal,0.6,14.0,,0.0,955.0541666666667,1631.2916666666667,25.129166666666666,60.791666666666664,2.808333333333333,17,45,4,1,2
12.2,MATO GROSSO DO SUL,MATO GROSSO DO SUL                      ,CORUMBA,Pantanal,0.6,14.0,,0.0,955.0541666666667,1631.2916666666667,25.129166666666666,60.791666666666664,2.808333333333333,17,45,4,1,2
41.9,MATO GROSSO DO SUL,MATO GROSSO DO SUL                      ,CORUMBA,Pantanal,0.6,14.0,,0.0,955.0541666666667,1631.2916666666667,25.129166666666666,60.791666666666664,2.808333333333333,17,45,4,1,2
15.6,MATO GROSSO DO SUL,MATO GROSSO DO SUL                      ,CORUMBA,Pantanal,0.6,14.0,,0.0,955.0541666666667,1631.2916666666667,25.129166666666666,60.791666666666664,2.808333333333333,17,45,4,1,2
16.0,MATO GROSSO DO SUL,MATO GROSSO DO SUL                      ,CORUMBA,Pantanal,0.6,14.0,,0.0,955.0541666666667,1631.2916666666667,25.129166666666666,60.791666666666664,2.808333333333333,17,45,4,1,2
16.5,MATO GROSSO DO SUL,MATO GROSSO DO SUL                      ,CORUMBA,Pantanal,0.6,14.0,,0.0,955.0541666666667,1631.2916666666667,25.129166666666666,60.791666666666664,2.808333333333333,17,45,4,1,2
17.1,MATO GROSSO DO SUL,MATO GROSSO DO SUL                      ,CORUMBA,Pantanal,0.6,14.0,,0.0,955.0541666666667,1631.2916666666667,25.129166666666666,60.791666666666664,2.808333333333333,17,45,4,1,2
18.2,MATO GROSSO DO SUL,MATO GROSSO DO SUL                      ,CORUMBA,Pantanal,0.6,14.0,,0.0,955.0541666666667,1631.2916666666667,25.129166666666666,60.791666666666664,2.808333333333333,17,45,4,1,2
22.2,MATO GROSSO DO SUL,MATO GROSSO DO SUL                      ,CORUMBA,Pantanal,0.6,14.0,,0.0,955.0541666666667,1631.2916666666667,25.129166666666666,60.791666666666664,2.808333333333333,17,45,4,1,2
13.8,MATO GROSSO DO SUL,MATO GROSSO DO SUL                      ,CORUMBA,Pantanal,0.6,14.0,,0.0,955.0541666666667,1631.2916666666667,25.129166666666666,60.791666666666664,2.808333333333333,17,45,4,1,2
17.9,MATO GROSSO DO SUL,MATO GROSSO DO SUL                      ,CORUMBA,Pantanal,0.6,14.0,,0.0,955.0541666666667,1631.2916666666667,25.129166666666666,60.791666666666664,2.808333333333333,17,45,4,1,2
21.2,MATO GROSSO DO SUL,MATO GROSSO DO SUL                      ,CORUMBA,Pantanal,0.6,14.0,,0.0,955.0541666666667,1631.2916666666667,25.129166666666666,60.791666666666664,2.808333333333333,17,45,4,1,2
19.9,MATO GROSSO DO SUL,MATO GROSSO DO SUL                      ,CORUMBA,Pantanal,0.6,14.0,,0.0,955.0541666666667,1631.2916666666667,25.129166666666666,60.791666666666664,2.808333333333333,17,45,4,1,2
13.6,MATO GROSSO DO SUL,MATO GROSSO DO SUL                      ,CORUMBA,Pantanal,0.6,7.0,,0.0,955.0541666666667,1631.2916666666667,25.129166666666666,60.791666666666664,2.808333333333333,17,45,4,1,2
8.1,MATO GROSSO DO SUL,MATO GROSSO DO SUL                      ,CORUMBA,Pantanal,0.9,14.0,,0.0,955.0541666666667,1631.2916666666667,25.129166666666666,60.791666666666664,2.808333333333333,17,45,4,1,2
33.4,MATO GROSSO DO SUL,MATO GROSSO DO SUL                      ,CORUMBA,Pantanal,0.6,14.0,,0.0,955.0541666666667,1631.2916666666667,25.129166666666666,60.791666666666664,2.808333333333333,17,45,4,1,2
47.6,MATO GROSSO DO SUL,MATO GROSSO DO SUL                      ,CORUMBA,Pantanal,1.0,14.0,,0.0,955.0541666666667,1631.2916666666667,25.129166666666666,60.791666666666664,2.808333333333333,17,45,4,1,2
18.5,MATO GROSSO DO SUL,MATO GROSSO DO SUL                      ,CORUMBA,Pantanal,1.0,14.0,,0.0,955.0541666666667,1631.2916666666667,25.129166666666666,60.791666666666664,2.808333333333333,17,45,4,1,2
13.4,MATO GROSSO DO SUL,MATO GROSSO DO SUL                      ,CORUMBA,Pantanal,0.8,7.0,,0.0,955.0541666666667,1631.2916666666667,25.129166666666666,60.791666666666664,2.808333333333333,17,45,4,1,2
19.8,MATO GROSSO DO SUL,MATO GROSSO DO SUL                      ,CORUMBA,Pantanal,1.0,7.0,,0.0,955.0541666666667,1631.2916666666667,25.129166666666666,60.791666666666664,2.808333333333333,17,45,4,1,2
10.4,MATO GROSSO DO SUL,MATO GROSSO DO SUL                      ,CORUMBA,Pantanal,1.0,7.0,,0.0,955.0541666666667,1631.2916666666667,25.129166666666666,60.791666666666664,2.808333333333333,17,45,4,1,2
16.3,MATO GROSSO DO SUL,MATO GROSSO DO SUL                      ,CORUMBA,Pantanal,0.7,7.0,,0.0,955.0541666666667,1631.2916666666667,25.129166666666666,60.791666666666664,2.808333333333333,17,45,4,1,2
39.4,MATO GROSSO DO SUL,MATO GROSSO DO SUL                      ,CORUMBA,Pantanal,0.6,14.0,,0.0,955.0541666666667,1631.2916666666667,25.129166666666666,60.791666666666664,2.808333333333333,17,45,4,1,2
16.7,MATO GROSSO DO SUL,MATO GROSSO DO SUL                      ,CORUMBA,Pantanal,0.6,14.0,,0.0,955.0541666666667,1631.2916666666667,25.129166666666666,60.791666666666664,2.808333333333333,17,45,4,1,2
66.4,MATO GROSSO,MATO GROSSO                             ,POCONE,Pantanal,0.7,17.0,,0.0,990.1833333333333,1828.625,28.758333333333333,61.791666666666664,1.4291666666666667,18,15,4,4,2
71.8,MATO GROSSO,MATO GROSSO                             ,POCONE,Pantanal,0.7,17.0,,0.0,990.1833333333333,1828.625,28.758333333333333,61.791666666666664,1.4291666666666667,18,15,4,4,2
100.2,MATO GROSSO DO SUL,MATO GROSSO DO SUL                      ,CORUMBA,Pantanal,0.8,17.0,,0.0,953.0916666666667,1600.3,24.679166666666667,52.041666666666664,3.7291666666666665,18,15,4,4,2
282.4,MATO GROSSO DO SUL,MATO GROSSO DO SUL                      ,CORUMBA,Pantanal,1.0,18.0,,0.0,953.0916666666667,1600.3,24.679166666666667,52.041666666666664,3.7291666666666665,18,15,4,4,2
28.2,MATO GROSSO DO SUL,MATO GROSSO DO SUL                      ,CORUMBA,Pantanal,0.7,18.0,,0.0,954.3958333333334,1593.2,26.458333333333332,66.20833333333333,2.754166666666667,17,20,4,5,2
31.8,MATO GROSSO DO SUL,MATO GROSSO DO SUL                      ,CORUMBA,Pantanal,0.7,18.0,,0.0,954.3958333333334,1593.2,26.458333333333332,66.20833333333333,2.754166666666667,17,20,4,5,2
36.5,MATO GROSSO DO SUL,MATO GROSSO DO SUL                      ,CORUMBA,Pantanal,0.7,18.0,,0.0,954.3958333333334,1593.2,26.458333333333332,66.20833333333333,2.754166666666667,17,20,4,5,2
36.6,MATO GROSSO DO SUL,MATO GROSSO DO SUL                      ,CORUMBA,Pantanal,0.7,18.0,,0.0,954.3958333333334,1593.2,26.458333333333332,66.20833333333333,2.754166666666667,17,20,4,5,2
56.6,MATO GROSSO DO SUL,MATO GROSSO DO SUL                      ,CORUMBA,Pantanal,0.7,18.0,,0.0,954.3958333333334,1593.2,26.458333333333332,66.20833333333333,2.754166666666667,17,20,4,5,2
23.2,MATO GROSSO DO SUL,MATO GROSSO DO SUL                      ,CORUMBA,Pantanal,0.7,18.0,,0.0,954.3958333333334,1593.2,26.458333333333332,66.20833333333333,2.754166666666667,17,20,4,5,2
49.1,MATO GROSSO DO SUL,MATO GROSSO DO SUL                      ,CORUMBA,Pantanal,0.7,18.0,,0.0,954.3958333333334,1593.2,26.458333333333332,66.20833333333333,2.754166666666667,17,20,4,5,2
28.7,MATO GROSSO DO SUL,MATO GROSSO DO SUL                      ,CORUMBA,Pantanal,0.7,18.0,,0.0,954.3958333333334,1593.2,26.458333333333332,66.20833333333333,2.754166666666667,17,20,4,5,2
43.5,MATO GROSSO DO SUL,MATO GROSSO DO SUL                      ,CORUMBA,Pantanal,0.6,18.0,,0.0,954.3958333333334,1593.2,26.458333333333332,66.20833333333333,2.754166666666667,17,20,4,5,2
12.9,MATO GROSSO DO SUL,MATO GROSSO DO SUL                      ,CORUMBA,Pantanal,0.7,18.0,,0.0,954.3958333333334,1593.2,26.458333333333332,66.20833333333333,2.754166666666667,17,20,4,5,2
11.3,MATO GROSSO DO SUL,MATO GROSSO DO SUL                      ,CORUMBA,Pantanal,0.7,18.0,,0.0,954.3958333333334,1593.2,26.458333333333332,66.20833333333333,2.754166666666667,17,20,4,5,2
126.0,MATO GROSSO DO SUL,MATO GROSSO DO SUL                      ,CORUMBA,Pantanal,0.7,18.0,,0.0,954.3958333333334,1593.2,26.458333333333332,66.20833333333333,2.754166666666667,17,20,4,5,2
41.1,MATO GROSSO,MATO GROSSO                             ,POCONE,Pantanal,0.8,11.0,,0.0,993.2,1646.9615384615386,29.966666666666665,60.083333333333336,1.0875,18,0,4,6,2
23.9,MATO GROSSO,MATO GROSSO                             ,POCONE,Pantanal,1.0,9.0,,0.0,993.2,1646.9615384615386,29.966666666666665,60.083333333333336,1.0875,18,0,4,6,2
93.8,MATO GROSSO DO SUL,MATO GROSSO DO SUL                      ,CORUMBA,Pantanal,0.6,18.0,,0.0,956.6833333333333,1556.675,26.5625,61.0,2.908333333333333,18,0,4,6,2
53.4,MATO GROSSO DO SUL,MATO GROSSO DO SUL                      ,CORUMBA,Pantanal,1.0,19.0,,0.0,956.6833333333333,1556.675,26.5625,61.0,2.908333333333333,18,0,4,6,2
27.8,MATO GROSSO DO SUL,MATO GROSSO DO SUL                      ,CORUMBA,Pantanal,0.8,19.0,,0.0,956.6833333333333,1556.675,26.5625,61.0,2.908333333333333,18,0,4,6,2
21.9,MATO GROSSO DO SUL,MATO GROSSO DO SUL                      ,CORUMBA,Pantanal,0.6,18.0,,0.0,956.6833333333333,1556.675,26.5625,61.0,2.908333333333333,18,0,4,6,2
78.3,MATO GROSSO DO SUL,MATO GROSSO DO SUL                      ,CORUMBA,Pantanal,0.5,18.0,,0.0,956.6833333333333,1556.675,26.5625,61.0,2.908333333333333,18,0,4,6,2
42.2,MATO GROSSO DO SUL,MATO GROSSO DO SUL                      ,CORUMBA,Pantanal,0.6,18.0,,0.0,956.6833333333333,1556.675,26.5625,61.0,2.908333333333333,18,0,4,6,2
90.3,MATO GROSSO DO SUL,MATO GROSSO DO SUL                      ,CORUMBA,Pantanal,0.6,18.0,,0.0,956.6833333333333,1556.675,26.5625,61.0,2.908333333333333,18,0,4,6,2
48.2,MATO GROSSO,MATO GROSSO                             ,POCONE,Pantanal,0.6,10.0,,0.0,993.4208333333333,1737.876923076923,29.141666666666666,55.875,1.0291666666666666,17,5,4,0,2
34.4,MATO GROSSO,MATO GROSSO                             ,POCONE,Pantanal,0.7,9.0,,0.0,993.4208333333333,1737.876923076923,29.141666666666666,55.875,1.0291666666666666,17,5,4,0,2
24.0,MATO GROSSO,MATO GROSSO                             ,POCONE,Pantanal,0.6,2.0,,0.0,993.4208333333333,1737.876923076923,29.141666666666666,55.875,1.0291666666666666,17,5,4,0,2
40.3,MATO GROSSO,MATO GROSSO                             ,POCONE,Pantanal,0.7,9.0,,0.0,993.4208333333333,1737.876923076923,29.141666666666666,55.875,1.0291666666666666,17,5,4,0,2
200.2,MATO GROSSO,MATO GROSSO                             ,POCONE,Pantanal,0.8,12.0,,0.0,993.4208333333333,1737.876923076923,29.141666666666666,55.875,1.0291666666666666,17,5,4,0,2
46.2,MATO GROSSO,MATO GROSSO                             ,POCONE,Pantanal,0.9,12.0,,0.0,993.4208333333333,1737.876923076923,29.141666666666666,55.875,1.0291666666666666,17,5,4,0,2
156.6,MATO GROSSO,MATO GROSSO                             ,POCONE,Pantanal,1.0,12.0,,0.0,993.4208333333333,1737.876923076923,29.141666666666666,55.875,1.0291666666666666,17,5,4,0,2
85.3,MATO GROSSO,MATO GROSSO                             ,POCONE,Pantanal,0.9,10.0,,0.0,993.4208333333333,1737.876923076923,29.141666666666666,55.875,1.0291666666666666,17,5,4,0,2
40.6,MATO GROSSO DO SUL,MATO GROSSO DO SUL                      ,CORUMBA,Pantanal,0.7,20.0,,0.0,956.9458333333333,1686.6583333333333,24.8,51.416666666666664,2.925,17,5,4,0,2
65.3,MATO GROSSO DO SUL,MATO GROSSO DO SUL                      ,CORUMBA,Pantanal,0.6,6.0,,0.0,956.9458333333333,1686.6583333333333,24.8,51.416666666666664,2.925,17,5,4,0,2
59.0,MATO GROSSO DO SUL,MATO GROSSO DO SUL                      ,CORUMBA,Pantanal,0.6,6.0,,0.0,956.9458333333333,1686.6583333333333,24.8,51.416666666666664,2.925,17,5,4,0,2
20.0,MATO GROSSO DO SUL,MATO GROSSO DO SUL                      ,CORUMBA,Pantanal,0.4,,,0.0,956.9458333333333,1686.6583333333333,24.8,51.416666666666664,2.925,17,5,4,0,2
42.8,MATO GROSSO DO SUL,MATO GROSSO DO SUL                      ,CORUMBA,Pantanal,0.7,20.0,,0.0,956.9458333333333,1686.6583333333333,24.8,51.416666666666664,2.925,17,5,4,0,2
15.7,MATO GROSSO DO SUL,MATO GROSSO DO SUL                      ,CORUMBA,Pantanal,1.0,15.0,,0.0,956.9458333333333,1686.6583333333333,24.8,51.416666666666664,2.925,17,5,4,0,2
6.9,MATO GROSSO DO SUL,MATO GROSSO DO SUL                      ,LADARIO,Pantanal,0.6,9.0,,0.0,955.7041666666667,1605.9083333333333,25.0875,54.416666666666664,3.8125,17,50,4,1,2
30.7,MATO GROSSO DO SUL,MATO GROSSO DO SUL                      ,CORUMBA,Pantanal,0.7,14.0,,0.0,955.7041666666667,1605.9083333333333,25.0875,54.416666666666664,3.8125,17,50,4,1,2
12.5,MATO GROSSO DO SUL,MATO GROSSO DO SUL                      ,CORUMBA,Pantanal,0.5,2.0,,0.0,955.7041666666667,1605.9083333333333,25.0875,54.416666666666664,3.8125,17,50,4,1,2
30.4,MATO GROSSO DO SUL,MATO GROSSO DO SUL                      ,CORUMBA,Pantanal,0.6,9.0,,0.0,955.7041666666667,1605.9083333333333,25.0875,54.416666666666664,3.8125,17,50,4,1,2
305.4,MATO GROSSO DO SUL,MATO GROSSO DO SUL                      ,CORUMBA,Pantanal,0.5,2.0,,0.0,955.7041666666667,1605.9083333333333,25.0875,54.416666666666664,3.8125,17,50,4,1,2
60.3,MATO GROSSO DO SUL,MATO GROSSO DO SUL                      ,CORUMBA,Pantanal,0.5,2.0,,0.0,955.7041666666667,1605.9083333333333,25.0875,54.416666666666664,3.8125,17,50,4,1,2
200.2,MATO GROSSO DO SUL,MATO GROSSO DO SUL                      ,CORUMBA,Pantanal,0.7,17.0,,0.0,955.7041666666667,1605.9083333333333,25.0875,54.416666666666664,3.8125,17,50,4,1,2
181.6,MATO GROSSO DO SUL,MATO GROSSO DO SUL                      ,CORUMBA,Pantanal,0.6,15.0,,0.0,955.7041666666667,1605.9083333333333,25.0875,54.416666666666664,3.8125,17,50,4,1,2
48.1,MATO GROSSO DO SUL,MATO GROSSO DO SUL                      ,CORUMBA,Pantanal,0.6,2.0,,0.0,955.7041666666667,1605.9083333333333,25.0875,54.416666666666664,3.8125,17,50,4,1,2
22.4,MATO GROSSO DO SUL,MATO GROSSO DO SUL                      ,CORUMBA,Pantanal,0.7,6.0,,0.0,955.7041666666667,1605.9083333333333,25.0875,54.416666666666664,3.8125,17,50,4,1,2
44.9,MATO GROSSO DO SUL,MATO GROSSO DO SUL                      ,CORUMBA,Pantanal,0.7,6.0,,0.0,955.7041666666667,1605.9083333333333,25.0875,54.416666666666664,3.8125,17,50,4,1,2
72.9,MATO GROSSO DO SUL,MATO GROSSO DO SUL                      ,CORUMBA,Pantanal,0.7,4.0,,0.0,955.7041666666667,1605.9083333333333,25.0875,54.416666666666664,3.8125,17,50,4,1,2
30.8,MATO GROSSO DO SUL,MATO GROSSO DO SUL                      ,CORUMBA,Pantanal,0.7,4.0,,0.0,955.7041666666667,1605.9083333333333,25.0875,54.416666666666664,3.8125,17,50,4,1,2
83.7,MATO GROSSO DO SUL,MATO GROSSO DO SUL                      ,CORUMBA,Pantanal,0.7,12.0,,0.0,955.7041666666667,1605.9083333333333,25.0875,54.416666666666664,3.8125,17,50,4,1,2
43.7,MATO GROSSO DO SUL,MATO GROSSO DO SUL                      ,AQUIDAUANA,Pantanal,0.7,14.0,,0.0,955.7041666666667,1605.9083333333333,25.0875,54.416666666666664,3.8125,17,50,4,1,2
